name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Tpl - Queen-Saulter Branch,450,Library,43.659185,-79.347621,,,,"765 Queen St E, Toronto ON M4M 1H3",(416) 393-7723,,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Dundas St E / Broadview Ave
Ampersand Inc,836,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Dundas St E / Broadview Ave
Fresh Kitchen + Juice Bar Front,337,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Front St W / Yonge St (Hockey Hall of Fame)
Rosalinda,736,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Front St W / Yonge St (Hockey Hall of Fame)
Kupfert & Kim,397,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Front St W / Yonge St (Hockey Hall of Fame)
Kupfert & Kim,101,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Front St W / Yonge St (Hockey Hall of Fame)
Planta Queen,958,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Front St W / Yonge St (Hockey Hall of Fame)
Kupfert & Kim,551,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Front St W / Yonge St (Hockey Hall of Fame)
PLANTA Burger Financial District,543,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Front St W / Yonge St (Hockey Hall of Fame)
Toronto Public Library,838,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Front St W / Yonge St (Hockey Hall of Fame)
Live Food Bar,140,Vegan and Vegetarian Restaurant,43.645737,-79.376014,,,,"264 Dupont St, Toronto ON M5R 1V7",,"Live Food Bar: vegan organic menu, gluten-free friendly, cool and welcoming vibe, delicious food 3/5",,Front St W / Yonge St (Hockey Hall of Fame)
Freshii,510,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Front St W / Yonge St (Hockey Hall of Fame)
Toronto Public Library,474,Library,43.665858,-79.353168,8.0,11.0,,"370 Broadview Ave (at Gerrard St E), Toronto ON M4K 2M8",(416) 393-7720,Sign in at the information desk for access to the Programme Room; a whole study room to yourself even after school hours!,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Gerrard St E / River St
Parliament Library,767,Library,43.661882,-79.367781,,,,"269 Gerrard St E (at Parliament St), Toronto ON M5A 2G3",(416) 393-7663,,,Gerrard St E / River St
Pho Some Restaurant,791,Vegan and Vegetarian Restaurant,43.664598,-79.368259,,,,"482 Parliament St, Toronto ON M4X 1P2",(416) 551-6395,,,Gerrard St E / River St
Indian Spice Room,924,Indian,43.658843,-79.34925,,,,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,Tue-Thu 11:30-21:30; Fri-Sat 11:30-22:30; Sun 11:30-21:00,Gerrard St E / River St
Animal Liberation Kitchen,936,Vegan and Vegetarian Restaurant,43.658725,-79.349325,,,,"100 Broadview Ave, Toronto ON M4M 3H3",(647) 232-9790,Jackfruit Burger!!! Soooo deliciousness. Must have.,Mon 10:00-14:00; Tue-Thu 10:00-16:00; Fri 10:00-16:30; Sat 9:30-14:00; Sun 10:00-14:00,Gerrard St E / River St
Revelstoke Kitchen & Cafe,971,Vegan and Vegetarian Restaurant,43.663411,-79.370689,,,,"195 Carlton St (Ontario Street), Toronto ON M5A 2K7",(647) 368-8335,They've finally acquired a liquor license,Mon-Thu 10:00-21:00; Fri-Sat 10:00-22:00; Sun 10:00-19:00,Gerrard St E / River St
Toronto Public Library,1540,Library,43.661868,-79.367966,,,,"269 Gerrard St E, Toronto ON M5A 2G3",(416) 393-7663,,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Gerrard St E / River St
Vital Life Vegan,484,Vegan and Vegetarian Restaurant,43.66516,-79.35273,,,,"360 Broadview Ave, Toronto ON",(416) 778-4890,,Wed-Thu 11:00-20:00; Fri-Sat 11:00-21:00; Sun 11:00-20:00,Gerrard St E / River St
Freshii,857,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Jarvis St / Dundas St E
Toronto Public Library,858,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Jarvis St / Dundas St E
PLANTA Burger Financial District,792,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Jarvis St / Dundas St E
Freshii,651,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,Jarvis St / Dundas St E
Freshii,795,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Jarvis St / Dundas St E
Aesop,600,Hair Salon,43.653617,-79.380353,,,,"220 Yonge St, Toronto ON M5B 2H1",(647) 352-3676,,Mon-Sat 10:00-21:00; Sun 11:00-19:00,Jarvis St / Dundas St E
ABS-CBN Canada - ULC,707,Library,43.653589,-79.366791,,,,"411 Richmond St E, Toronto ON M5A 3S5",(800) 345-2465,,,Jarvis St / Dundas St E
Revelstoke Kitchen & Cafe,770,Vegan and Vegetarian Restaurant,43.663411,-79.370689,,,,"195 Carlton St (Ontario Street), Toronto ON M5A 2K7",(647) 368-8335,They've finally acquired a liquor license,Mon-Thu 10:00-21:00; Fri-Sat 10:00-22:00; Sun 10:00-19:00,Jarvis St / Dundas St E
Parliament Library,773,Library,43.661882,-79.367781,,,,"269 Gerrard St E (at Parliament St), Toronto ON M5A 2G3",(416) 393-7663,,,Jarvis St / Dundas St E
Toronto Public Library - St. Lawrence Branch,954,Library,43.649943,-79.368316,5.7,13.0,,"171 Front St E, Toronto ON M5A 4H3",(416) 393-7655,There’s a big silver drop-off box on Front St. which will save you valuable seconds if you are returning something.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Jarvis St / Dundas St E
Toronto Public Library,655,Library,43.665858,-79.353168,8.0,11.0,,"370 Broadview Ave (at Gerrard St E), Toronto ON M4K 2M8",(416) 393-7720,Sign in at the information desk for access to the Programme Room; a whole study room to yourself even after school hours!,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Logan Av / Gerrard St E
Swiss Chalet Rotisserie & Grill,326,Vegan and Vegetarian Restaurant,43.668926,-79.341776,,,,"461 Carlaw Ave (Gerrard Street), Toronto ON M4K 3H9",(647) 793-5333,,Mon-Sat 11:00-22:00; Sun 11:00-21:30,Logan Av / Gerrard St E
Plant Lyfe,843,Vegan and Vegetarian Restaurant,43.661309,-79.338419,,,,"955 Queen St E, Toronto ON M4M 3P3",(416) 462-0490,,Open Daily 9:00-16:00,Logan Av / Gerrard St E
Toronto Public Library,889,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Logan Av / Gerrard St E
Indian Spice Room,980,Indian,43.658843,-79.34925,,,,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,Tue-Thu 11:30-21:30; Fri-Sat 11:30-22:30; Sun 11:30-21:00,Logan Av / Gerrard St E
Animal Liberation Kitchen,983,Vegan and Vegetarian Restaurant,43.658725,-79.349325,,,,"100 Broadview Ave, Toronto ON M4M 3H3",(647) 232-9790,Jackfruit Burger!!! Soooo deliciousness. Must have.,Mon 10:00-14:00; Tue-Thu 10:00-16:00; Fri 10:00-16:30; Sat 9:30-14:00; Sun 10:00-14:00,Logan Av / Gerrard St E
Ampersand Inc,472,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Logan Av / Gerrard St E
Vital Life Vegan,641,Vegan and Vegetarian Restaurant,43.66516,-79.35273,,,,"360 Broadview Ave, Toronto ON",(416) 778-4890,,Wed-Thu 11:00-20:00; Fri-Sat 11:00-21:00; Sun 11:00-20:00,Logan Av / Gerrard St E
Tpl - Queen-Saulter Branch,912,Library,43.659185,-79.347621,,,,"765 Queen St E, Toronto ON M4M 1H3",(416) 393-7723,,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Logan Av / Gerrard St E
Toronto Public Library,343,Library,43.676946,-79.442444,,,,"1625 Dufferin St (St. Clair Ave. W), Toronto ON M6H 3L9",(416) 393-7712,Closed on Sunday! ,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 11:00-18:00; Sat 9:00-17:00,Regal Rd / Dufferin St
Plant Lyfe,394,Vegan and Vegetarian Restaurant,43.661309,-79.338419,,,,"955 Queen St E, Toronto ON M4M 3P3",(416) 462-0490,,Open Daily 9:00-16:00,Morse St / Eastern Ave
Animal Liberation Kitchen,747,Vegan and Vegetarian Restaurant,43.658725,-79.349325,,,,"100 Broadview Ave, Toronto ON M4M 3H3",(647) 232-9790,Jackfruit Burger!!! Soooo deliciousness. Must have.,Mon 10:00-14:00; Tue-Thu 10:00-16:00; Fri 10:00-16:30; Sat 9:30-14:00; Sun 10:00-14:00,Morse St / Eastern Ave
Indian Spice Room,758,Indian,43.658843,-79.34925,,,,"717 1/2 Queen St E, Toronto ON M4M 1H1",(647) 349-1009,,Tue-Thu 11:30-21:30; Fri-Sat 11:30-22:30; Sun 11:30-21:00,Morse St / Eastern Ave
Toronto Public Library,1007,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Morse St / Eastern Ave
Tpl - Queen-Saulter Branch,621,Library,43.659185,-79.347621,,,,"765 Queen St E, Toronto ON M4M 1H3",(416) 393-7723,,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Morse St / Eastern Ave
Ampersand Inc,701,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Morse St / Eastern Ave
Jinglepear Deli,386,Deli,43.670782,-79.327712,,,,"245 Greenwood Ave, Toronto ON M4L 2R4",(647) 333-8346,,Mon-Sat 8:00-16:00,Alton Ave / Dundas St E (Greenwood Park)
Toronto Public Library,424,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Alton Ave / Dundas St E (Greenwood Park)
The Social Gardener,536,Coffee Shop,43.67168,-79.325375,,,,"1326 Gerrard St E (btwn Glenside and Highfield), Toronto ON M4L 1Z1",(416) 465-6021,"Great space! I only used the café, but they've got a lot more going on.",Mon-Fri 8:30-17:30; Sat 11:00-17:30,Alton Ave / Dundas St E (Greenwood Park)
Toronto Public Library,812,Library,43.672422,-79.322078,,,,"1432 Gerrard St E (at Ashdale Ave.), Toronto ON M4L 1Z6",(416) 393-7717,Books and computers. What else?,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Alton Ave / Dundas St E (Greenwood Park)
Plant Lyfe,999,Vegan and Vegetarian Restaurant,43.661309,-79.338419,,,,"955 Queen St E, Toronto ON M4M 3P3",(416) 462-0490,,Open Daily 9:00-16:00,Alton Ave / Dundas St E (Greenwood Park)
Toronto PBLC Lbry-Gerrard Ashdale,796,Library,43.672461,-79.322318,,,,"1432 Gerrard St E, Toronto ON M4L 1Z6",(416) 393-7717,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Alton Ave / Dundas St E (Greenwood Park)
Ampersand Inc,999,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Alton Ave / Dundas St E (Greenwood Park)
Toronto Public Library,845,Library,43.678608,-79.344525,7.6,14.0,,"701 Pape Ave (at Danforth Ave), Toronto ON M4K 3S6",(416) 393-7727,After you load money in your library card you can take printout,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Blake St / Boultbee Ave
Swiss Chalet Rotisserie & Grill,485,Vegan and Vegetarian Restaurant,43.668926,-79.341776,,,,"461 Carlaw Ave (Gerrard Street), Toronto ON M4K 3H9",(647) 793-5333,,Mon-Sat 11:00-22:00; Sun 11:00-21:30,Blake St / Boultbee Ave
Toronto Public Library,779,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Blake St / Boultbee Ave
Green Earth Vegetarin Cuisine in Toronto,843,Vegan and Vegetarian Restaurant,43.679782,-79.341483,,,,"804 Danforth Ave, Toronto ON M4J 1L6",(416) 778-9199,Not licensed to serve alcohol.,Mon-Fri 10:00-19:00; Sat-Sun 9:00-18:00,Blake St / Boultbee Ave
Jinglepear Deli,871,Deli,43.670782,-79.327712,,,,"245 Greenwood Ave, Toronto ON M4L 2R4",(647) 333-8346,,Mon-Sat 8:00-16:00,Blake St / Boultbee Ave
Ampersand Inc,937,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Blake St / Boultbee Ave
Plant Lyfe,384,Vegan and Vegetarian Restaurant,43.661309,-79.338419,,,,"955 Queen St E, Toronto ON M4M 3P3",(416) 462-0490,,Open Daily 9:00-16:00,Eastern Ave / Winnifred Ave
Toronto Public Library,760,Library,43.665926,-79.334333,,,,"118 Jones Ave (Dundas), Toronto ON M4M 2Z9",(416) 393-7715,Me gusta mucho libro,Mon 10:00-18:00; Tue 10:00-20:30; Wed-Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Eastern Ave / Winnifred Ave
Ampersand Inc,750,Publisher,43.664263,-79.341038,,,,"321 Carlaw Ave, Toronto ON M4M 2S1",(416) 703-0666,,,Eastern Ave / Winnifred Ave
Toronto Public Library,469,Library,43.69162,-79.349393,,,,"1081 1/2 Pape Ave (Torrens), Toronto ON M4K 3W6",(416) 396-3875,,Tue 12:30-20:30; Wed 9:00-17:00; Thu 12:30-20:30; Sat 9:00-17:00,Gamble Ave / Broadview Ave
East York Library,487,Library,43.691836,-79.349521,,,,"1081 Pape Ave, East York ON M4K 3W4",(416) 396-3875,,,Gamble Ave / Broadview Ave
Rosalinda,914,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,111 Bond St (North of Dundas St E)  - SMART
Kupfert & Kim,964,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,111 Bond St (North of Dundas St E)  - SMART
Freshii,639,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,111 Bond St (North of Dundas St E)  - SMART
Toronto Public Library,613,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,111 Bond St (North of Dundas St E)  - SMART
PLANTA Burger Financial District,669,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,111 Bond St (North of Dundas St E)  - SMART
Freshii,458,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,111 Bond St (North of Dundas St E)  - SMART
Aesop,364,Hair Salon,43.653617,-79.380353,,,,"220 Yonge St, Toronto ON M5B 2H1",(647) 352-3676,,Mon-Sat 10:00-21:00; Sun 11:00-19:00,111 Bond St (North of Dundas St E)  - SMART
Freshii,815,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,111 Bond St (North of Dundas St E)  - SMART
Planta Burger,655,Burgers,43.651177,-79.37917,,,,"10 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I only had a spicy cocktail & the cauliflower tots but I was impressed. Would definitely come back to try other dishes,Mon-Sat 11:30-19:30,111 Bond St (North of Dundas St E)  - SMART
Vegedelight Vegetarian Restaurant Toronto 波羅蜜養生素食,661,Vegan and Vegetarian Restaurant,43.655043,-79.386237,,,,"173 Dundas St W, Toronto ON M5G 1C7",(416) 581-8668,,Mon-Sat 11:00-21:00,111 Bond St (North of Dundas St E)  - SMART
Freshii,989,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Dundas St E / Pembroke St - SMART
PLANTA Burger Financial District,990,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Dundas St E / Pembroke St - SMART
Freshii,930,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,Dundas St E / Pembroke St - SMART
Freshii,869,Salad,43.6530239,-79.3803414,5.9,20.0,,"220 Yonge Street (in Eaton Centre), Toronto ON M5B 2H6",(416) 598-4441,Oaxaca bowl with chicken!,Mon-Fri 11:00-19:00; Sat-Sun 11:00-18:00,Dundas St E / Pembroke St - SMART
Parliament Library,555,Library,43.661882,-79.367781,,,,"269 Gerrard St E (at Parliament St), Toronto ON M5A 2G3",(416) 393-7663,,,Dundas St E / Pembroke St - SMART
Revelstoke Kitchen & Cafe,597,Vegan and Vegetarian Restaurant,43.663411,-79.370689,,,,"195 Carlton St (Ontario Street), Toronto ON M5A 2K7",(647) 368-8335,They've finally acquired a liquor license,Mon-Thu 10:00-21:00; Fri-Sat 10:00-22:00; Sun 10:00-19:00,Dundas St E / Pembroke St - SMART
ABS-CBN Canada - ULC,638,Library,43.653589,-79.366791,,,,"411 Richmond St E, Toronto ON M5A 3S5",(800) 345-2465,,,Dundas St E / Pembroke St - SMART
